date,location,avgtemp_c,totalprecip_mm,avghumidity,uv,bodyweight (gm/bird),feedintake (gm/bird/day),waterintake (ml/bird/day)
2024-03-18,Lapadang,26.5,14.26,83,7,202,19,19
2024-03-25,Lapadang,27.1,3.54,79,8,440,52,50
2024-04-01,Lapadang,27.7,4.4,79,8,799,85,90
2024-04-08,Lapadang,27.2,9.22,80,7,"1,543",131,132
2024-04-15,Lapadang,27.4,6.69,81,8,"2,294",145,136
2024-04-22,Lapadang,27.2,3.28,80,7,186,20,18
2024-04-29,Lapadang,26.5,0.05,75,8,487,56,54
2024-05-06,Lapadang,26.5,0.17,77,7,842,95,75
2024-05-13,Lapadang,26.2,0.34,79,7,"1,650",112,102
2024-05-20,Lapadang,25.9,0.13,76,7,"2,217",154,167
2024-05-27,Lapadang,26.5,0.1,78,7,217,24,20
2024-06-03,Lapadang,27.1,0.38,79,7,541,59,51
2024-06-10,Lapadang,25,0.04,75,8,837,75,75
2024-06-17,Lapadang,25.3,0.01,76,8,"1,302",119,106
2024-06-24,Lapadang,24.9,0.06,71,7,"1,985",137,178
2024-07-01,Lapadang,26.2,0.08,75,7,223,24,21
2024-07-29,Lapadang,26.1,0.75,78,7,491,50,39
2021-01-04,Lashio,18.5,0,69,7,868,90,70
2021-01-11,Lashio,19.1,0,73,6,"1,351",118,98
2021-01-18,Lashio,17.2,0,68,6,"2,141",174,167
2021-01-25,Lashio,17.5,0,63,7,211,27,18
2021-02-01,Lashio,17.7,0,49,7,484,55,46
2021-02-08,Lashio,16.4,3.5,73,5,"1,030",81,91
2021-02-15,Lashio,19.4,0,45,7,"1,223",102,113
2021-02-22,Lashio,20.1,0,46,7,"2,279",151,150
2021-03-01,Lashio,21.4,0,36,7,211,27,19
2021-03-08,Lashio,22.1,0,32,7,464,49,49
2021-03-15,Lashio,24.5,0,32,8,948,88,74
2021-03-22,Lashio,26,0,26,8,"1,177",130,135
2021-03-29,Lashio,25.5,0,23,8,"2,360",157,163
2021-04-05,Lashio,23.2,0,41,7,197,20,18
2021-04-12,Lashio,26.2,0.2,35,7,534,50,52
2021-04-19,Lashio,24.6,0.4,44,7,"1,114",78,78
2021-04-26,Lashio,27.8,0.7,44,8,"1,397",131,137
2021-05-03,Lashio,23.3,2.8,70,7,"2,116",178,154
2021-05-10,Lashio,23.2,3,72,7,200,20,22
2021-05-17,Lashio,27.5,0,45,8,529,49,48
2021-05-24,Lashio,25.5,13.2,76,7,"1,084",90,85
2021-05-31,Lashio,23.5,33.64,83,6,"1,174",127,98
2021-06-07,Lashio,24.5,1.2,82,7,"1,959",178,144
2021-06-14,Lashio,23.8,6.67,87,6,196,23,20
2021-06-21,Lashio,24.1,0.4,81,6,476,48,54
2021-06-28,Lashio,22.2,10.4,94,6,"1,024",93,91
2021-07-05,Lashio,23.5,4.2,94,6,"1,157",129,118
2021-07-12,Lashio,25.1,2.6,84,7,"2,108",161,158
2021-07-19,Lashio,22.3,28.26,99,5,194,27,21
2021-07-26,Lashio,22.9,8.75,94,6,449,44,55
2021-08-02,Lashio,21.7,35.65,98,5,884,95,72
2021-08-09,Lashio,23.3,5.49,97,6,"1,491",118,102
2021-08-16,Lashio,21.6,40.17,97,5,"2,348",144,174
2021-08-23,Lashio,22.2,15.34,98,6,177,25,18
2021-08-30,Lashio,22.4,4.7,92,6,520,40,40
2021-09-06,Lashio,23.1,32.1,91,6,964,88,77
2021-09-13,Lashio,23.9,0.2,83,7,"1,521",109,105
2021-09-20,Lashio,21.5,13.1,95,5,"2,307",170,178
2021-09-27,Lashio,22.7,6.3,87,6,177,27,26
2021-10-04,Lashio,22.3,4,93,6,510,55,39
2021-10-11,Lashio,23.7,5.3,81,7,"1,005",84,78
2021-10-18,Lashio,22.2,0,80,6,"1,539",126,93
2021-10-25,Lashio,19.3,5.61,99,5,"2,272",174,146
2021-11-01,Lashio,19.9,0.3,90,6,191,23,21
2021-11-08,Lashio,20.8,0,80,6,461,47,48
2021-11-15,Lashio,18.7,4,96,5,844,71,73
2021-11-22,Lashio,19.5,0,82,7,"1,443",100,111
2021-11-29,Lashio,17.6,0,80,7,"2,014",139,153
2021-12-06,Lashio,17.4,0.9,82,5,210,26,22
2021-12-13,Lashio,17.3,0.4,79,5,473,44,56
2021-12-20,Lashio,16,0,74,6,"1,005",97,78
2021-12-27,Lashio,14.5,0,75,5,"1,392",109,137
2022-01-03,Lashio,15.6,0,61,6,"2,216",161,172
2022-01-10,Lashio,16.2,0,64,6,184,25,21
2022-01-17,Lashio,14.7,0,70,5,526,43,43
2022-01-24,Lashio,14.4,0,65,6,"1,061",75,80
2022-01-31,Lashio,14.4,0,59,6,"1,569",140,106
2022-02-07,Lashio,14.4,0,56,6,"2,225",155,174
2022-02-14,Lashio,16.6,0,38,7,182,21,24
2022-02-21,Lashio,14,3.14,61,4,482,44,47
2022-02-28,Lashio,20.2,0,36,8,818,86,87
2022-03-07,Lashio,22.2,0,30,8,"1,368",134,130
2022-03-14,Lashio,26.5,0.3,32,8,"2,077",182,138
2022-03-21,Lashio,26.3,0,33,9,197,22,23
2022-03-28,Lashio,22.9,0,40,8,446,56,47
2022-04-04,Lashio,22.5,0,71,6,978,77,68
2022-04-11,Lashio,23.3,1.5,55,7,"1,467",107,109
2022-04-18,Lashio,24.7,1,60,7,"1,971",167,168
2022-04-25,Lashio,27.3,0,32,9,185,28,19
2022-05-02,Lashio,24.5,7.4,54,8,479,43,41
2022-05-09,Lashio,21.6,10.6,93,5,989,90,88
2022-05-16,Lashio,22.8,1.3,85,6,"1,624",114,114
2022-05-23,Lashio,24.4,1,74,7,"2,260",171,154
2022-05-30,Lashio,24.8,0.7,73,7,206,22,22
2022-06-06,Lashio,22.5,9.7,94,6,442,41,54
2022-06-13,Lashio,22.6,2.7,97,6,"1,003",77,88
2022-06-20,Lashio,22.3,7.22,92,6,"1,486",101,112
2022-06-27,Lashio,23.1,5,91,6,"2,189",157,172
2022-07-04,Lashio,23.2,8.1,90,6,188,22,21
2022-07-11,Lashio,24.4,0.5,86,6,541,43,43
2022-07-18,Lashio,24.1,3.81,94,6,"1,092",86,75
2022-07-25,Lashio,23.9,1.4,84,6,"1,469",128,98
2022-08-01,Lashio,22.2,3.3,99,5,"2,200",170,174
2022-08-08,Lashio,22.6,38.37,94,6,219,21,21
2022-08-15,Lashio,23,4.73,94,6,558,51,49
2022-08-22,Lashio,21.8,27.8,98,5,856,81,74
2022-08-29,Lashio,23.5,0.2,88,7,"1,444",100,94
2022-09-05,Lashio,23,16.13,94,6,"2,149",144,150
2022-09-12,Lashio,20.4,19.2,99,5,187,19,19
2022-09-19,Lashio,23.4,2.1,87,6,433,46,41
2022-09-26,Lashio,22.8,3.7,86,6,"1,084",94,77
2022-10-03,Lashio,22.1,29.21,95,6,"1,232",124,106
2022-10-10,Lashio,20.7,8.8,94,5,"2,290",156,136
2022-10-17,Lashio,21.2,0.5,89,6,218,19,25
2022-10-24,Lashio,22.6,0.4,82,6,455,47,55
2022-10-31,Lashio,22,0,81,6,846,90,68
2022-11-07,Lashio,19.1,0,76,6,"1,586",106,133
2022-11-14,Lashio,19.1,0,75,7,"2,107",142,135
2022-11-21,Lashio,20.3,0,72,7,179,21,20
2022-11-28,Lashio,19.6,0,78,7,518,43,46
2022-12-05,Lashio,18.7,0,69,7,829,71,82
2022-12-12,Lashio,16.2,0,66,7,"1,246",120,110
2022-12-19,Lashio,16,0,88,5,"1,963",159,145
2022-12-26,Lashio,16.1,0,69,5,184,23,20
2023-01-02,Lashio,15.3,0,64,6,558,51,44
2023-01-09,Lashio,16.8,0,59,7,972,77,91
2023-01-16,Lashio,15.1,0,49,6,"1,297",124,135
2023-01-23,Lashio,16.3,0,42,7,"2,118",179,181
2023-01-30,Lashio,19.1,0,49,7,182,25,26
2023-02-06,Lashio,18.2,0,36,7,504,55,54
2023-02-13,Lashio,18.5,0,37,7,845,90,85
2023-02-20,Lashio,20.1,0,39,7,"1,428",114,124
2023-02-27,Lashio,20.9,0.1,49,7,"2,181",153,175
2023-03-06,Lashio,22.8,0,30,9,206,21,27
2023-03-13,Lashio,24.6,0,25,9,448,44,54
2023-03-20,Lashio,23.5,0,44,8,"1,084",80,91
2023-03-27,Lashio,25.7,0,32,9,"1,564",137,127
2023-04-03,Lashio,22.3,1.2,48,7,"2,065",179,178
2023-04-10,Lashio,26.8,0,22,9,188,25,19
2023-04-17,Lashio,29,0,26,9,470,44,55
2023-04-24,Lashio,25.5,0,46,8,997,85,89
2023-05-01,Lashio,25.3,1.6,46,7,"1,645",116,102
2023-05-08,Lashio,28.7,0.1,40,8,"1,988",160,161
2023-05-15,Lashio,21.3,16.6,83,6,218,26,19
2023-05-22,Lashio,26,0,46,8,454,58,57
2023-05-29,Lashio,27.9,0,45,9,833,83,70
2023-06-05,Lashio,26,0.3,64,7,"1,398",112,128
2023-06-12,Lashio,23.8,8.45,91,6,"2,057",164,169
2023-06-19,Lashio,23.3,13.55,91,6,203,26,26
2023-06-26,Lashio,23.9,1.2,86,7,513,42,51
2023-07-03,Lashio,23.9,11.55,93,6,"1,023",85,82
2023-07-10,Lashio,21.1,27.25,99,5,"1,464",137,112
2023-07-17,Lashio,25,0.6,83,7,"2,110",144,159
2023-07-24,Lashio,24.7,7.73,87,7,194,22,26
2023-07-31,Lashio,22.6,23.2,97,6,465,56,45
2023-08-07,Lashio,20.9,55.35,100,5,823,72,84
2023-08-14,Lashio,22.6,22.2,96,6,"1,533",125,136
2023-08-21,Lashio,21.9,20.15,99,5,"2,180",154,172
2023-08-28,Lashio,22.3,29.9,97,6,189,24,24
2023-09-04,Lashio,25.4,0.1,76,8,555,54,53
2023-09-11,Lashio,23.4,31.9,92,7,973,85,68
2023-09-18,Lashio,22.8,10.7,92,6,"1,491",137,119
2023-09-25,Lashio,23.6,9.03,87,7,"2,272",159,137
2023-10-02,Lashio,22.1,11.77,95,6,198,21,26
2023-10-09,Lashio,21.6,12.46,94,6,547,58,46
2023-10-16,Lashio,21.2,0,79,6,"1,011",88,90
2023-10-23,Lashio,19.1,1.58,94,5,"1,369",110,135
2023-10-30,Lashio,20.9,1.61,83,6,"2,134",174,139
2023-11-06,Lashio,20.5,1.11,83,6,177,24,18
2023-11-13,Lashio,20.9,0.03,80,6,471,50,44
2023-11-20,Lashio,18.3,0,86,5,857,89,81
2023-11-27,Lashio,18,0,73,7,"1,418",101,135
2023-12-04,Lashio,18.9,0,80,6,"1,999",141,163
2023-12-11,Lashio,17.2,0,81,5,193,25,27
2023-12-18,Lashio,16,0,80,5,450,42,52
2023-12-25,Lashio,16,0.3,83,5,"1,058",74,77
2024-01-01,Lashio,14.7,0,72,6,"1,215",109,97
2024-01-08,Lashio,14.5,0,65,6,"2,350",178,153
2024-01-15,Lashio,15.9,0,60,7,192,26,19
2024-01-22,Lashio,13.9,0,61,5,451,52,56
2024-01-29,Lashio,15,0,68,5,994,85,70
2024-02-05,Lashio,16.2,0,56,7,"1,238",125,130
2024-02-12,Lashio,17.8,0,44,6,"2,054",174,152
2024-02-19,Lashio,17.8,0,40,7,185,22,20
2024-02-26,Lashio,20.9,0,48,8,461,46,49
2024-03-04,Lashio,21.3,0,34,8,830,92,74
2024-03-11,Lashio,21.7,0,24,8,"1,559",118,121
2024-03-18,Lashio,24,0,30,8,"2,327",155,169
2024-03-25,Lashio,23.9,0,39,8,201,22,24
2024-04-01,Lashio,26.8,0.12,36,9,537,53,44
2024-04-08,Lashio,28.6,0,31,9,"1,095",95,85
2024-04-15,Lashio,27.3,0,29,9,"1,683",99,136
2024-04-22,Lashio,29.5,0,28,9,"2,242",179,174
2024-04-29,Lashio,28.7,0,31,9,202,21,25
2024-05-06,Lashio,25.2,1.78,58,8,534,54,56
2024-05-13,Lashio,24.5,0.22,64,8,855,91,69
2024-05-20,Lashio,26,3.61,58,8,"1,554",124,128
2024-05-27,Lashio,21.7,38.65,98,5,"2,032",159,166
2024-06-03,Lashio,24,10.64,87,6,199,24,21
2024-06-10,Lashio,25.7,5.29,77,7,474,58,39
2024-06-17,Lashio,21.5,10.14,97,5,"1,046",81,84
2024-06-24,Lashio,24.5,20.52,90,6,"1,439",115,136
2024-07-01,Lashio,22,6.19,96,5,"2,336",174,157
2024-07-29,Lashio,21.6,15.9,99,5,184,25,25
2021-01-04,Mandalay,23.2,0,67,7,468,51,50
2021-01-11,Mandalay,25,0,52,8,882,83,68
2021-01-18,Mandalay,23.3,0,51,7,"1,514",109,121
2021-01-25,Mandalay,23.9,0,46,8,"2,173",156,148
2021-02-01,Mandalay,23.2,0,35,8,224,22,24
2021-02-08,Mandalay,22.8,1.3,45,6,537,55,41
2021-02-15,Mandalay,25.7,0,28,8,961,80,94
2021-02-22,Mandalay,27.1,0,29,8,"1,426",120,115
2021-03-01,Mandalay,28.9,0,21,9,"2,007",170,156
2021-03-08,Mandalay,28.8,0,20,9,201,26,28
2021-03-15,Mandalay,30.7,0,22,9,453,44,47
2021-03-22,Mandalay,32.4,0,18,10,853,91,89
2021-03-29,Mandalay,32.2,0,19,9,"1,370",112,105
2021-04-05,Mandalay,29.5,0,32,8,"2,080",169,182
2021-04-12,Mandalay,34.6,0.2,29,9,210,27,20
2021-04-19,Mandalay,32.6,0,31,9,557,59,43
2021-04-26,Mandalay,35,2.1,36,9,883,72,83
2021-05-03,Mandalay,31.1,0.5,55,8,"1,354",127,133
2021-05-10,Mandalay,31.8,0.4,45,8,"2,128",150,150
2021-05-17,Mandalay,34,0,30,9,219,27,24
2021-05-24,Mandalay,32.2,0,55,8,545,55,53
2021-05-31,Mandalay,30.7,17,52,8,855,80,78
2021-06-07,Mandalay,31,4.68,64,8,"1,517",133,106
2021-06-14,Mandalay,29,0.4,68,7,"2,289",180,141
2021-06-21,Mandalay,28.5,0.7,64,7,179,27,18
2021-06-28,Mandalay,27.2,0.9,76,7,475,55,56
2021-07-05,Mandalay,29.3,0,68,7,817,73,69
2021-07-12,Mandalay,30.1,9.43,65,7,"1,451",136,110
2021-07-19,Mandalay,29.8,2.3,66,7,"2,155",180,153
2021-07-26,Mandalay,27.6,5.6,73,7,194,24,18
2021-08-02,Mandalay,26.4,17.9,82,6,537,53,40
2021-08-09,Mandalay,29,0,70,7,"1,033",92,69
2021-08-16,Mandalay,26.4,11,82,6,"1,676",99,112
2021-08-23,Mandalay,28.4,1,72,7,"2,083",164,153
2021-08-30,Mandalay,26.5,6.14,88,6,192,20,20
2021-09-06,Mandalay,27.2,0.8,74,7,510,42,57
2021-09-13,Mandalay,28.3,0.3,74,7,910,75,75
2021-09-20,Mandalay,25.7,15.67,87,6,"1,464",108,114
2021-09-27,Mandalay,28.2,8.7,75,7,"2,240",177,138
2021-10-04,Mandalay,27.8,1.7,78,7,191,26,24
2021-10-11,Mandalay,28.4,5.4,77,7,484,52,40
2021-10-18,Mandalay,25.7,1.2,84,6,"1,030",92,90
2021-10-25,Mandalay,24.6,13.09,88,6,"1,501",119,111
2021-11-01,Mandalay,25.8,0.5,81,7,"1,979",146,178
2021-11-08,Mandalay,25.2,0,77,8,180,27,24
2021-11-15,Mandalay,24.2,5.76,90,6,507,49,47
2021-11-22,Mandalay,25.3,0,71,8,"1,053",72,89
2021-11-29,Mandalay,23.3,0,76,8,"1,374",117,116
2021-12-06,Mandalay,22.2,0,76,6,"2,238",162,151
2021-12-13,Mandalay,24,0,71,6,209,23,21
2021-12-20,Mandalay,22,0,66,7,435,47,51
2021-12-27,Mandalay,21,0,63,7,823,90,91
2022-01-03,Mandalay,21.8,0,53,7,"1,685",131,134
2022-01-10,Mandalay,22.8,0,52,8,"1,957",157,171
2022-01-17,Mandalay,21.9,0,59,7,203,26,21
2022-01-24,Mandalay,21.6,0,46,7,433,49,48
2022-01-31,Mandalay,20.6,0,38,7,"1,112",86,70
2022-02-07,Mandalay,21,0,39,7,"1,259",126,99
2022-02-14,Mandalay,23.1,0,26,8,"2,023",175,179
2022-02-21,Mandalay,21.3,0,43,6,211,22,19
2022-02-28,Mandalay,26.9,0,22,9,539,59,42
2022-03-07,Mandalay,26.8,0,17,7,"1,006",78,89
2022-03-14,Mandalay,33.3,0,23,10,"1,541",126,116
2022-03-21,Mandalay,32.3,0,40,8,"2,272",163,140
2022-03-28,Mandalay,29.9,0,27,9,211,22,22
2022-04-04,Mandalay,30.9,0,41,9,555,44,49
2022-04-11,Mandalay,32.7,0,28,9,807,87,94
2022-04-18,Mandalay,33.9,0.2,31,9,"1,215",135,97
2022-04-25,Mandalay,34.7,0,29,10,"2,362",178,178
2022-05-02,Mandalay,32.4,2.6,36,8,178,23,19
2022-05-09,Mandalay,26.6,21.3,81,6,490,47,45
2022-05-16,Mandalay,30.2,1.24,64,7,826,92,78
2022-05-23,Mandalay,30,8.63,63,8,"1,362",100,129
2022-05-30,Mandalay,30.2,0.2,58,7,"2,080",168,179
2022-06-06,Mandalay,30.6,0.4,56,7,216,27,19
2022-06-13,Mandalay,29.9,0.1,60,7,439,49,57
2022-06-20,Mandalay,27.7,2,66,7,886,97,77
2022-06-27,Mandalay,31.3,0.3,57,8,"1,214",137,110
2022-07-04,Mandalay,29.6,3.1,63,7,"2,128",168,176
2022-07-11,Mandalay,30.6,1.4,60,8,183,25,25
2022-07-18,Mandalay,31.6,0.1,58,8,490,44,49
2022-07-25,Mandalay,30.6,0.9,58,8,829,89,81
2022-08-01,Mandalay,27.8,3.78,80,7,"1,644",117,106
2022-08-08,Mandalay,26.3,23.74,85,6,"2,226",161,146
2022-08-15,Mandalay,27.9,0.1,77,7,194,21,20
2022-08-22,Mandalay,27.2,18.6,81,6,518,46,43
2022-08-29,Mandalay,29.8,2,66,7,956,77,69
2022-09-05,Mandalay,30.2,0.6,66,7,"1,497",119,133
2022-09-12,Mandalay,25.8,5.5,80,6,"1,978",157,138
2022-09-19,Mandalay,27.3,0.4,80,7,197,27,19
2022-09-26,Mandalay,27.2,1.3,81,7,556,52,47
2022-10-03,Mandalay,26.4,6.54,86,7,840,74,81
2022-10-10,Mandalay,26.9,1.09,81,7,"1,164",115,95
2022-10-17,Mandalay,26.7,7.4,79,7,"2,234",144,170
2022-10-24,Mandalay,26.4,1.2,85,7,209,19,25
2022-10-31,Mandalay,27.5,0,73,7,558,54,52
2022-11-07,Mandalay,26.3,0,65,8,988,87,76
2022-11-14,Mandalay,25.5,0,68,8,"1,427",130,131
2022-11-21,Mandalay,25.1,0,50,8,"2,077",145,155
2022-11-28,Mandalay,25.7,0,59,8,221,19,26
2022-12-05,Mandalay,25.8,0,58,8,542,45,46
2022-12-12,Mandalay,24,0,51,8,902,97,76
2022-12-19,Mandalay,23.9,0.6,67,7,"1,253",96,108
2022-12-26,Mandalay,22.8,0,48,8,"1,977",178,148
2023-01-02,Mandalay,21.3,0,52,7,176,28,23
2023-01-09,Mandalay,23.6,0,43,8,532,47,53
2023-01-16,Mandalay,21.6,0,35,7,811,76,78
2023-01-23,Mandalay,22.7,0,32,8,"1,245",134,120
2023-01-30,Mandalay,25.8,0,36,8,"1,972",151,175
2023-02-06,Mandalay,24.6,0,21,8,207,28,27
2023-02-13,Mandalay,25.4,0,24,8,466,50,42
2023-02-20,Mandalay,26.5,0,27,9,"1,046",86,92
2023-02-27,Mandalay,29.1,0,26,9,"1,576",125,101
2023-03-06,Mandalay,30.2,0,21,10,"2,019",146,157
2023-03-13,Mandalay,32.8,0,18,10,194,27,22
2023-03-20,Mandalay,29.9,0,37,9,506,43,50
2023-03-27,Mandalay,33.1,0,24,10,892,73,86
2023-04-03,Mandalay,30.1,0,34,8,"1,311",115,133
2023-04-10,Mandalay,33.5,0,18,10,"2,091",146,159
2023-04-17,Mandalay,35.3,0,25,10,212,26,22
2023-04-24,Mandalay,32.2,0,34,9,467,48,54
2023-05-01,Mandalay,34.1,0.5,29,9,915,83,84
2023-05-08,Mandalay,35.4,0,28,9,"1,300",132,117
2023-05-15,Mandalay,27.7,23.2,63,7,"2,340",155,145
2023-05-22,Mandalay,32.3,0,41,9,218,26,22
2023-05-29,Mandalay,33.6,0.4,41,9,546,50,44
2023-06-05,Mandalay,31.7,0,52,8,889,87,83
2023-06-12,Mandalay,30.6,0.2,57,7,"1,625",138,100
2023-06-19,Mandalay,30.1,11.1,68,7,"2,034",166,138
2023-06-26,Mandalay,29,4.1,64,7,224,26,18
2023-07-03,Mandalay,31.8,3.8,53,8,507,57,42
2023-07-10,Mandalay,27.3,12.4,81,6,"1,028",84,67
2023-07-17,Mandalay,30.6,3.3,62,8,"1,327",106,107
2023-07-24,Mandalay,30.8,4.9,58,8,"2,071",161,175
2023-07-31,Mandalay,28.7,4.8,72,7,206,26,20
2023-08-07,Mandalay,25.5,37.9,94,6,478,46,44
2023-08-14,Mandalay,29.2,2.1,68,7,"1,013",76,68
2023-08-21,Mandalay,27.1,47.65,82,6,"1,264",96,127
2023-08-28,Mandalay,28,1.6,75,7,"2,147",140,146
2023-09-04,Mandalay,28.8,5.3,78,7,180,19,24
2023-09-11,Mandalay,27.2,4.9,82,7,510,47,41
2023-09-18,Mandalay,26.1,22.8,88,6,794,70,83
2023-09-25,Mandalay,29.4,2.1,72,7,"1,688",105,136
2023-10-02,Mandalay,26.1,9.76,85,6,"2,062",158,147
2023-10-09,Mandalay,26.7,3.24,82,7,195,19,24
2023-10-16,Mandalay,25.9,0.01,81,7,550,51,51
2023-10-23,Mandalay,25.6,3.17,81,7,947,84,89
2023-10-30,Mandalay,25.5,1.18,80,7,"1,431",128,121
2023-11-06,Mandalay,25.8,0.13,77,7,"2,064",142,146
2023-11-13,Mandalay,24.9,0.02,76,7,193,25,19
2023-11-20,Mandalay,23,0,85,7,508,50,46
2023-11-27,Mandalay,22.9,0,77,7,928,91,72
2023-12-04,Mandalay,23.5,0.3,78,6,"1,439",104,97
2023-12-11,Mandalay,22.7,0,73,7,"1,985",154,163
2023-12-18,Mandalay,21.6,0,70,7,213,20,24
2023-12-25,Mandalay,21.6,3.21,76,6,484,49,55
2024-01-01,Mandalay,20.3,0,62,7,895,88,88
2024-01-08,Mandalay,20.2,0,58,7,"1,524",130,129
2024-01-15,Mandalay,21.3,0,54,7,"2,192",170,144
2024-01-22,Mandalay,20.1,0,49,7,185,23,22
2024-01-29,Mandalay,20.4,0,55,7,521,49,57
2024-02-05,Mandalay,22.5,0,40,7,"1,053",81,89
2024-02-12,Mandalay,24.6,0,32,8,"1,197",117,107
2024-02-19,Mandalay,25.1,0,20,8,"2,203",169,178
2024-02-26,Mandalay,27.1,0,36,8,207,20,27
2024-03-04,Mandalay,28.6,0,18,9,530,47,51
2024-03-11,Mandalay,29.1,0,16,9,812,96,79
2024-03-18,Mandalay,31.3,0,19,9,"1,328",117,124
2024-03-25,Mandalay,31,0,27,9,"2,037",176,162
2024-04-01,Mandalay,34.4,0,27,10,184,22,26
2024-04-08,Mandalay,35.3,0,27,10,478,53,43
2024-04-15,Mandalay,35.3,0,19,10,993,75,76
2024-04-22,Mandalay,36.1,0,26,10,"1,186",113,98
2024-04-29,Mandalay,36.6,0.02,24,9,"2,121",156,147
2024-05-06,Mandalay,32.9,1.98,38,9,179,28,24
2024-05-13,Mandalay,35.7,0.56,29,9,541,44,50
2024-05-20,Mandalay,33,30.74,52,9,923,78,81
2024-05-27,Mandalay,27,25.36,86,6,"1,214",120,130
2024-06-03,Mandalay,29.6,3.08,69,7,"2,267",174,171
2024-06-10,Mandalay,33.1,4.79,54,8,180,22,22
2024-06-17,Mandalay,27.3,9.99,80,6,498,54,40
2024-06-24,Mandalay,31.1,0.29,63,8,806,92,82
2024-07-01,Mandalay,28,6.22,71,7,"1,644",132,105
2024-07-29,Mandalay,27.1,1.71,78,6,"1,996",143,140
2021-01-04,Maubin,26,0,57,8,178,21,22
2021-01-11,Maubin,27.2,0,64,8,472,47,54
2021-01-18,Maubin,24.8,0,57,8,795,90,88
2021-01-25,Maubin,25.2,0,51,8,"1,426",99,96
2021-02-01,Maubin,26.4,0,40,8,"2,369",164,157
2021-02-08,Maubin,26,0,43,8,187,26,19
2021-02-15,Maubin,25.4,0,60,8,525,56,43
2021-02-22,Maubin,29,0,49,9,863,91,91
2021-03-01,Maubin,27.7,0,61,9,"1,381",135,127
2021-03-08,Maubin,29.1,0,40,9,"2,013",164,150
2021-03-15,Maubin,30.2,0,44,9,212,20,19
2021-03-22,Maubin,30.6,0,54,9,521,44,47
2021-03-29,Maubin,31.4,0,46,9,"1,029",83,78
2021-04-05,Maubin,27.5,10.3,57,7,"1,674",103,137
2021-04-12,Maubin,31.1,0.6,58,8,"2,294",158,136
2021-04-19,Maubin,30.1,0.1,64,7,210,20,22
2021-04-26,Maubin,31.5,0.6,57,8,456,47,41
2021-05-03,Maubin,31.1,0,56,9,800,74,88
2021-05-10,Maubin,29.9,0.6,64,7,"1,556",102,122
2021-05-17,Maubin,33.1,0,56,9,"2,257",165,146
2021-05-24,Maubin,26.9,38.8,84,6,179,27,18
2021-05-31,Maubin,29.2,2.8,69,7,465,54,53
2021-06-07,Maubin,27.5,30.3,74,6,983,96,75
2021-06-14,Maubin,25.6,30.7,89,6,"1,660",128,126
2021-06-21,Maubin,27.3,18.3,78,7,"2,198",155,141
2021-06-28,Maubin,27.2,1,84,6,212,19,23
2021-07-05,Maubin,28.6,3.9,79,7,551,44,53
2021-07-12,Maubin,26.5,25.9,86,6,964,72,67
2021-07-19,Maubin,25.6,17.2,87,6,"1,270",108,126
2021-07-26,Maubin,25.5,14.19,90,6,"2,001",179,168
2021-08-02,Maubin,25.8,22.7,88,6,198,25,21
2021-08-09,Maubin,28.1,4.6,81,7,485,42,40
2021-08-16,Maubin,25.3,18.92,94,6,925,89,71
2021-08-23,Maubin,27.7,7.9,81,7,"1,386",111,108
2021-08-30,Maubin,25.9,5.6,93,6,"2,160",180,170
2021-09-06,Maubin,25.2,21.4,90,6,185,22,19
2021-09-13,Maubin,26.4,20.6,85,6,498,51,54
2021-09-20,Maubin,26.7,14.6,87,6,887,86,68
2021-09-27,Maubin,25.2,58.1,90,6,"1,221",95,108
2021-10-04,Maubin,26.9,5.28,84,7,"2,139",143,171
2021-10-11,Maubin,27.3,9.9,85,7,183,22,25
2021-10-18,Maubin,25.1,1.3,96,6,464,57,52
2021-10-25,Maubin,26.7,0.9,81,7,934,86,71
2021-11-01,Maubin,27.1,0.3,82,7,"1,223",130,130
2021-11-08,Maubin,27.2,3.1,81,7,"2,242",167,178
2021-11-15,Maubin,26.3,0.1,80,7,190,23,23
2021-11-22,Maubin,27.5,0,72,8,489,49,52
2021-11-29,Maubin,25.7,0,76,8,"1,050",89,68
2021-12-06,Maubin,24.3,0,61,8,"1,625",116,104
2021-12-13,Maubin,25.8,0,62,8,"2,212",140,156
2021-12-20,Maubin,25,0,69,8,215,24,24
2021-12-27,Maubin,24.1,0,55,8,527,50,55
2022-01-03,Maubin,25.5,0,58,8,"1,040",85,80
2022-01-10,Maubin,25.2,0,54,8,"1,202",123,112
2022-01-17,Maubin,25.5,0,62,8,"2,361",169,145
2022-01-24,Maubin,23.5,0,50,8,178,21,23
2022-01-31,Maubin,21.9,0,53,8,469,46,49
2022-02-07,Maubin,24,0,42,8,"1,041",81,80
2022-02-14,Maubin,24.9,0,40,9,"1,515",129,97
2022-02-21,Maubin,25.3,0,47,9,"2,329",144,163
2022-02-28,Maubin,28.5,0,33,9,186,29,24
2022-03-07,Maubin,29.3,0,43,9,475,55,44
2022-03-14,Maubin,31,0,39,10,950,78,93
2022-03-21,Maubin,25.3,50.48,92,6,"1,469",113,119
2022-03-28,Maubin,30.2,0.3,58,8,"2,342",163,154
2022-04-04,Maubin,29.6,0,54,9,210,21,23
2022-04-11,Maubin,30.8,0,52,9,432,42,49
2022-04-18,Maubin,31.7,0,56,9,940,71,74
2022-04-25,Maubin,32.4,0,53,9,"1,169",110,120
