date;location;avgtemp_c;totalprecip_mm;avghumidity;uv;feedintake (gm/bird/day);bodyweight (gm/bird);age(day)
2022-10-24;Kamase;25;22,83;92;6;184;2026;32
2022-10-25;Kamase;26;8,4;87;6;192;2156;33
2022-10-26;Kamase;26,7;0,3;84;7;195;2196;34
2022-10-27;Kamase;26,8;4,09;84;7;200;2360;35
2022-10-28;Kamase;26,5;6,66;86;7;202;2557;36
2022-10-29;Kamase;26,6;10,33;86;7;210;2596;37
2022-10-30;Kamase;27,2;0;81;8;210;2734;38
2022-10-31;Kamase;27,2;0;80;7;216;2757;39
2022-11-01;Kamase;26,8;0;81;7;225;2825;40
2022-11-02;Kamase;26,4;1,51;84;7;229;2877;41
2022-11-03;Kamase;26,4;2,4;82;7;233;2918;42
2022-11-04;Kamase;26,1;0,1;81;7;12;59;1
2022-11-05;Kamase;26,5;0;75;8;16;79;2
2022-11-06;Kamase;26,3;0;76;8;22;109;3
2022-11-07;Kamase;26,4;0;75;8;26;124;4
2022-11-08;Kamase;26,2;0;75;8;31;163;5
2022-11-09;Kamase;26;0;74;8;33;180;6
2022-11-10;Kamase;25,8;0;74;8;39;192;7
2022-11-11;Kamase;25,8;0;74;8;41;244;8
2022-11-12;Kamase;25,6;0;73;8;44;265;9
2022-11-13;Kamase;25,4;0;71;8;44;327;10
2022-11-14;Kamase;26;0;71;8;53;339;11
2022-11-15;Kamase;26,7;0,5;74;7;60;452;12
2022-11-16;Kamase;26,7;1,4;74;7;62;488;13
2022-11-17;Kamase;26,7;4,5;75;7;66;524;14
2022-11-18;Kamase;26,4;7,5;75;7;67;549;15
2022-11-19;Kamase;25,8;2,92;78;7;73;596;16
2022-11-20;Kamase;26,4;0,5;75;7;76;700;17
2022-11-21;Kamase;26,3;0,9;71;7;89;726;18
2022-11-22;Kamase;26,8;0;70;8;98;783;19
2022-11-23;Kamase;27,1;0;67;8;100;918;20
2022-11-24;Kamase;26,2;0;79;7;109;942;21
2022-11-25;Kamase;25,5;11;87;6;123;980;22
2022-11-26;Kamase;25;1,4;90;6;127;1104;23
2022-11-27;Kamase;25,7;3,77;84;6;128;1236;24
2022-11-28;Kamase;25,8;15,2;85;6;133;1284;25
2022-11-29;Kamase;26,3;2,36;85;7;151;1333;26
2022-11-30;Kamase;27,3;0;78;7;158;1611;27
2022-12-01;Kamase;26,8;2,2;79;7;158;1625;28
2022-12-02;Kamase;26,8;0,2;76;7;167;1758;29
2022-12-03;Kamase;27,1;0,2;74;7;174;1886;30
2022-12-04;Kamase;27,5;0;73;8;182;1933;31
2022-12-05;Kamase;27,5;0;73;7;185;2036;32
2022-12-06;Kamase;27,4;0;70;8;188;2164;33
2022-12-07;Kamase;27,3;0,1;72;7;196;2247;34
2022-12-08;Kamase;26,5;0;76;7;202;2302;35
2022-12-09;Kamase;26,5;0,1;75;7;208;2383;36
2022-12-10;Kamase;26,9;0;70;8;213;2413;37
2022-12-11;Kamase;26,8;0;65;8;215;2532;38
2022-12-12;Kamase;26,5;0,1;67;7;221;2786;39
2022-12-13;Kamase;26,1;1,1;72;6;223;2989;40
2022-12-14;Kamase;26;0;69;8;226;3063;41
2022-12-15;Kamase;25,7;0;64;8;234;3202;42
2022-12-16;Kamase;25,8;0;62;8;15;59;1
2022-12-17;Kamase;26,2;0;64;8;15;82;2
2022-12-18;Kamase;26,1;0;63;8;19;109;3
2022-12-19;Kamase;25,6;0;61;8;22;123;4
2022-12-20;Kamase;26;0;59;8;29;157;5
2022-12-21;Kamase;26,2;0;64;8;36;170;6
2022-12-22;Kamase;26,3;0,2;66;7;40;208;7
2022-12-23;Kamase;26;0;65;8;41;247;8
2022-12-24;Kamase;25,9;1,3;68;7;48;311;9
2022-12-25;Kamase;25,3;0,5;70;6;51;333;10
2022-12-26;Kamase;25,7;0;67;8;59;401;11
2022-12-27;Kamase;24,5;0;56;8;61;445;12
2022-12-28;Kamase;23,8;0;58;8;68;468;13
2022-12-29;Kamase;23,3;0,5;63;6;74;498;14
2022-12-30;Kamase;23,9;0,8;62;6;79;539;15
2022-12-31;Kamase;23,7;0,2;60;6;80;586;16
2023-01-01;Kamase;23,9;0;53;8;86;724;17
2023-01-02;Kamase;24,1;0;52;8;95;778;18
2023-01-03;Kamase;24,7;0;50;8;105;838;19
2023-01-04;Kamase;26;0;46;8;110;934;20
2023-01-05;Kamase;26,3;0;47;8;112;1052;21
2023-01-06;Kamase;26,1;0;47;8;116;1061;22
2023-01-07;Kamase;26,3;0;52;8;121;1080;23
2023-01-08;Kamase;25,5;0;58;8;136;1138;24
2023-01-09;Kamase;25,7;0;54;8;140;1192;25
2023-01-10;Kamase;25,7;0;45;8;148;1376;26
2023-01-11;Kamase;25,6;0;43;8;156;1419;27
2023-01-12;Kamase;24,9;0;48;8;159;1695;28
2023-01-13;Kamase;24,1;0;50;8;170;1759;29
2023-01-14;Kamase;23,2;0;50;8;176;1784;30
2023-01-15;Kamase;23,3;0;56;8;182;1917;31
2023-01-16;Kamase;23,2;0;53;8;184;1922;32
2023-01-17;Kamase;23,4;0;55;8;190;2014;33
2023-01-18;Kamase;24,4;0;50;8;193;2100;34
2023-01-19;Kamase;24,5;0;50;8;194;2328;35
2023-01-20;Kamase;25;0;47;8;205;2506;36
2023-01-21;Kamase;25,4;0;40;8;207;2625;37
2023-01-22;Kamase;25,4;0;31;8;215;2779;38
2023-01-23;Kamase;24,8;0;26;8;216;2811;39
2023-01-24;Kamase;25,2;0;26;9;225;2851;40
2023-01-25;Kamase;26,2;0;32;8;228;2939;41
2023-01-26;Kamase;25,7;0;47;8;235;3115;42
2023-01-27;Kamase;26;0;48;8;12;57;1
2023-01-28;Kamase;26,9;0;46;8;19;87;2
2023-01-29;Kamase;26,7;0;50;8;22;96;3
2023-01-30;Kamase;26;0;47;8;23;128;4
2023-01-31;Kamase;26,3;0;55;8;28;154;5
2023-02-01;Kamase;27;0;48;9;36;175;6
2023-02-02;Kamase;26,6;0;50;8;39;188;7
2023-02-03;Kamase;27,6;0;46;9;41;234;8
2023-02-04;Kamase;28;0;46;9;44;285;9
2023-02-05;Kamase;27,9;0;44;9;46;294;10
2023-02-06;Kamase;27;0;38;9;57;368;11
2023-02-07;Kamase;26;0;36;9;63;394;12
2023-02-08;Kamase;25,3;0;37;9;68;449;13
2023-02-09;Kamase;25,1;0;37;8;68;526;14
2023-02-10;Kamase;25,7;0;38;9;72;553;15
2023-02-11;Kamase;25,4;0;51;9;79;574;16
2023-02-12;Kamase;25,5;0;52;9;88;638;17
2023-02-13;Kamase;26,1;0;59;9;89;728;18
2023-02-14;Kamase;25,8;0;59;8;91;840;19
2023-02-15;Kamase;26,2;0;51;9;103;932;20
2023-02-16;Kamase;26,8;5,1;51;7;117;978;21
2023-02-17;Kamase;25,8;9,3;59;7;120;1030;22
2023-02-18;Kamase;25,6;0,2;60;7;128;1188;23
2023-02-19;Kamase;26,9;0;47;8;132;1337;24
2023-02-20;Kamase;27,3;0;38;8;143;1413;25
2023-02-21;Kamase;27,5;0;38;8;143;1492;26
2023-02-22;Kamase;27,8;0;34;9;148;1563;27
2023-02-23;Kamase;28;0;34;9;153;1715;28
2023-02-24;Kamase;27,7;0;37;9;165;1815;29
2023-02-25;Kamase;28,6;0;39;9;171;1820;30
2023-02-26;Kamase;29,3;0;36;9;178;2028;31
2023-02-27;Kamase;30,5;0;35;9;186;2128;32
2023-02-28;Kamase;30,2;0;38;10;186;2212;33
2023-03-01;Kamase;30,3;0;32;10;197;2231;34
2023-03-02;Kamase;30,8;0;35;10;198;2320;35
2023-03-03;Kamase;30,9;0;33;10;208;2359;36
2023-03-04;Kamase;31,2;0;35;10;211;2640;37
2023-03-05;Kamase;30,4;0;42;10;213;2745;38
2023-03-06;Kamase;30,1;0;40;10;220;2861;39
2023-03-07;Kamase;30,1;0;36;10;225;2964;40
2023-03-08;Kamase;30,7;0;36;10;227;3050;41
2023-03-09;Kamase;31,6;0;35;10;234;3191;42
2023-03-10;Kamase;32;0;33;10;14;59;1
2023-03-11;Kamase;31,4;0;35;10;15;80;2
2023-03-12;Kamase;31;0;46;9;21;104;3
2023-03-13;Kamase;30;0,6;50;8;27;114;4
2023-03-14;Kamase;28,8;6,2;56;8;29;154;5
2023-03-15;Kamase;29,2;8,3;56;9;31;188;6
2023-03-16;Kamase;30;6,2;53;9;39;198;7
2023-03-17;Kamase;31,3;0,8;44;9;41;259;8
2023-03-18;Kamase;31,7;0;40;10;46;305;9
2023-03-19;Kamase;31,8;0;41;10;52;309;10
2023-03-20;Kamase;31,3;0;44;10;58;393;11
2023-03-21;Kamase;31,7;0;39;10;64;453;12
2023-03-22;Kamase;31,4;0;41;10;65;455;13
2023-03-23;Kamase;31,4;0;45;10;70;546;14
2023-03-24;Kamase;30,6;0;51;10;75;627;15
2023-03-25;Kamase;31,2;0;49;10;79;642;16
2023-03-26;Kamase;30,7;0;53;10;88;743;17
2023-03-27;Kamase;31,1;0;52;10;91;838;18
2023-03-28;Kamase;31,2;0;51;10;95;848;19
2023-03-29;Kamase;31,5;0;47;10;113;869;20
2023-03-30;Kamase;30,6;0;52;10;118;932;21
2023-03-31;Kamase;30,4;0;53;10;122;1040;22
2023-04-01;Kamase;30,8;0;54;9;123;1118;23
2023-04-02;Kamase;30,5;0;52;9;132;1151;24
2023-04-03;Kamase;29,9;0;55;8;145;1260;25
2023-04-04;Kamase;31,1;0;50;9;146;1443;26
2023-04-05;Kamase;30,9;0;54;9;156;1458;27
2023-04-06;Kamase;31,8;0;53;10;162;1556;28
2023-04-07;Kamase;32,4;0;56;10;168;1730;29
2023-04-08;Kamase;32,5;0;52;10;170;1798;30
2023-04-09;Kamase;32,4;0;42;10;172;1899;31
2023-04-10;Kamase;31,9;0;42;10;187;2000;32
2023-04-11;Kamase;31,3;0;51;10;188;2145;33
2023-04-12;Kamase;31,9;0;53;10;198;2193;34
2023-04-13;Kamase;32;0;55;10;200;2274;35
2023-04-14;Kamase;31,5;0;54;10;202;2443;36
2023-04-15;Kamase;31,9;0;52;10;212;2503;37
2023-04-16;Kamase;31,9;0;54;10;216;2732;38
2023-04-17;Kamase;31,9;0;54;10;223;2830;39
2023-04-18;Kamase;32,1;0;52;10;225;2940;40
2023-04-19;Kamase;31,7;0;58;9;228;2977;41
2023-04-20;Kamase;31,9;0;56;9;234;3164;42
2023-04-21;Kamase;31,9;0;55;8;13;55;1
2023-04-22;Kamase;32,2;0;56;8;17;74;2
2023-04-23;Kamase;32,4;0,5;55;9;23;107;3
2023-04-24;Kamase;32,8;0,8;45;9;25;123;4
2023-04-25;Kamase;33,5;1,6;43;9;28;141;5
2023-04-26;Kamase;33,6;1;43;9;31;182;6
2023-04-27;Kamase;33,2;3,7;43;9;38;212;7
2023-04-28;Kamase;33;0;47;10;42;246;8
2023-04-29;Kamase;32,8;0;48;10;42;282;9
2023-04-30;Kamase;32,9;0;50;10;47;296;10
2023-05-01;Kamase;32,9;0,1;47;8;58;370;11
2023-05-02;Kamase;32,6;2,2;51;8;60;371;12
2023-05-03;Kamase;32,7;0,4;50;8;63;505;13
2023-05-04;Kamase;33,5;0;46;10;65;547;14
2023-05-05;Kamase;33,6;0;48;10;80;547;15
2023-05-06;Kamase;33,5;0;54;9;87;587;16
2023-05-07;Kamase;33,9;0;56;9;88;726;17
2023-05-08;Kamase;34,5;0;53;10;94;817;18
2023-05-09;Kamase;33,2;0,5;52;8;106;860;19
2023-05-10;Kamase;31,5;4;57;8;111;942;20
2023-05-11;Kamase;31,4;11,55;62;8;115;964;21
2023-05-12;Kamase;27,5;34,85;80;7;126;1151;22
2023-05-13;Kamase;27,4;27,75;81;7;131;1206;23
2023-05-14;Kamase;28,3;20,2;72;7;134;1274;24
2023-05-15;Kamase;28,4;10,3;68;7;145;1338;25
2023-05-16;Kamase;28,6;6,5;72;7;148;1400;26
2023-05-17;Kamase;29,5;5,8;68;7;158;1447;27
2023-05-18;Kamase;30,5;1,05;64;8;164;1561;28
2023-05-19;Kamase;30,4;0,6;64;8;169;1721;29
2023-05-20;Kamase;30,7;0;65;8;174;1744;30
2023-05-21;Kamase;30,9;1,4;64;8;176;1822;31
2023-05-22;Kamase;31,4;3,4;60;8;184;2010;32
2023-05-23;Kamase;31,1;2,75;62;8;190;2057;33
2023-05-24;Kamase;30,9;0,2;62;8;196;2227;34
2023-05-25;Kamase;30,5;5;61;8;204;2434;35
2023-05-26;Kamase;30,3;6,95;66;8;208;2523;36
2023-05-27;Kamase;31,1;6,95;63;8;209;2568;37
2023-05-28;Kamase;31,8;1;58;8;213;2762;38
2023-05-29;Kamase;29,9;6,9;66;7;221;2778;39
2023-05-30;Kamase;29,5;4,3;68;7;222;2890;40
2023-05-31;Kamase;30,2;7,8;59;7;225;2994;41
2023-06-01;Kamase;30;0,3;68;8;230;3092;42
2023-06-02;Kamase;29,2;14,3;67;7;12;60;1
2023-06-03;Kamase;29,4;3,2;66;7;17;86;2
2023-06-04;Kamase;28,4;14;70;7;21;91;3
2023-06-05;Kamase;28,1;19,1;65;7;24;121;4
2023-06-06;Kamase;27,5;16,7;82;7;26;146;5
2023-06-07;Kamase;27,5;14,7;72;7;31;188;6
2023-06-08;Kamase;27,3;1,9;81;7;40;221;7
2023-06-09;Kamase;27,3;9,6;75;7;43;256;8
2023-06-10;Kamase;26,5;47;71;6;44;279;9
2023-06-11;Kamase;27,4;12,9;77;7;46;353;10
2023-06-12;Kamase;26,6;31;77;6;54;390;11
2023-06-13;Kamase;26,1;58,7;79;6;57;425;12
2023-06-14;Kamase;26,1;32,5;85;6;61;493;13
2023-06-15;Kamase;27,1;8,3;80;7;66;499;14
2023-06-16;Kamase;28,3;1,7;77;7;80;560;15
2023-06-17;Kamase;28,4;21,2;79;7;83;574;16
2023-06-18;Kamase;27,8;17,3;76;7;86;702;17
2023-06-19;Kamase;25,9;24,8;90;6;94;711;18
2023-06-20;Kamase;25,5;29,7;89;6;101;767;19
2023-06-21;Kamase;26;19,5;83;6;106;966;20
2023-06-22;Kamase;27,2;14,2;81;7;118;1070;21
2023-06-23;Kamase;26,4;15,6;85;7;124;1122;22
2023-06-24;Kamase;26,3;23,5;86;6;126;1216;23
2023-06-25;Kamase;26,1;5,2;81;6;128;1251;24
2023-06-26;Kamase;27;18,9;80;7;145;1336;25
2023-06-27;Kamase;26,8;32,8;85;6;146;1338;26
2023-06-28;Kamase;28,2;11,2;78;7;153;1612;27
2023-06-29;Kamase;28,8;8,4;76;7;159;1718;28
2023-06-30;Kamase;28,5;12,6;79;7;163;1723;29
2023-07-01;Kamase;28,8;7,38;76;7;174;1868;30
2023-07-02;Kamase;28,1;13,28;77;7;176;2013;31
2023-07-03;Kamase;27,1;13,3;82;6;183;2024;32
2023-07-04;Kamase;25,3;52,8;93;6;186;2052;33
2023-07-05;Kamase;24,8;25,33;95;6;194;2149;34
2023-07-06;Kamase;25,5;10,3;91;6;198;2186;35
2023-07-07;Kamase;27,2;12,4;84;7;198;2222;36
2023-07-08;Kamase;28,6;4,5;79;7;200;2634;37
2023-07-09;Kamase;28,5;8,68;80;7;206;2643;38
2023-07-10;Kamase;27,6;23,65;80;7;214;2779;39
2023-07-11;Kamase;26,3;15,15;88;6;222;2832;40
2023-07-12;Kamase;26,2;11,2;88;7;228;2997;41
2023-07-13;Kamase;26,2;24,7;89;6;231;3075;42
2023-07-14;Kamase;26,1;24,63;89;6;12;60;1
2023-07-15;Kamase;26,7;20,5;84;7;19;73;2
2023-07-16;Kamase;27,2;24,03;83;6;24;98;3
2023-07-17;Kamase;26,9;21,6;85;6;25;129;4
2023-07-18;Kamase;27,3;13,4;82;7;26;161;5
2023-07-19;Kamase;27,1;21,43;82;7;29;178;6
2023-07-20;Kamase;26,1;21,2;89;6;34;190;7
2023-07-21;Kamase;26,6;7,63;87;7;44;258;8
2023-07-22;Kamase;27,9;12;81;7;44;258;9
2023-07-23;Kamase;27,8;9,28;82;7;52;311;10
2023-07-24;Kamase;27,8;14,4;80;7;58;333;11
2023-07-25;Kamase;27,1;9,3;81;6;58;375;12
2023-07-26;Kamase;27,5;21,23;81;7;60;500;13
2023-07-27;Kamase;27,9;14,4;81;7;67;533;14
2023-07-28;Kamase;28;11;80;7;81;593;15
2023-07-29;Kamase;27,5;21,68;84;7;84;626;16
2023-07-30;Kamase;25,3;44,58;96;6;86;703;17
2023-07-31;Kamase;26,4;27,3;91;6;87;827;18
2023-08-01;Kamase;27;32,05;88;6;92;876;19
2023-08-02;Kamase;26,3;31,5;91;6;95;971;20
2023-08-03;Kamase;26,1;26,95;91;6;118;1022;21
2023-08-04;Kamase;25,5;24,85;92;6;119;1103;22
2023-08-05;Kamase;27;10,8;84;7;122;1224;23
2023-08-06;Kamase;25,9;13,95;90;6;134;1346;24
2023-08-07;Kamase;25,3;50,35;91;6;142;1370;25
2023-08-08;Kamase;24,4;25,7;95;6;149;1405;26
2023-08-09;Kamase;24,5;7,8;90;6;153;1576;27
2023-08-10;Kamase;25,5;28,9;87;6;163;1589;28
2023-08-11;Kamase;26,3;21,7;87;6;167;1678;29
2023-08-12;Kamase;27,1;15,45;83;7;168;1714;30
2023-08-13;Kamase;27,2;11,8;83;7;182;1973;31
2023-08-14;Kamase;27;23,8;84;7;182;1986;32
2023-08-15;Kamase;26,7;49,6;86;6;190;2240;33
2023-08-16;Kamase;26,4;42,2;85;6;196;2308;34
2023-08-17;Kamase;25,9;18,95;88;6;198;2366;35
2023-08-18;Kamase;25,9;3,55;86;6;204;2436;36
2023-08-19;Kamase;27,4;11,75;81;7;212;2512;37
2023-08-20;Kamase;27,8;12,45;81;7;214;2568;38
2023-08-21;Kamase;26,5;26,6;89;6;220;2779;39
2023-08-22;Kamase;25,2;17,2;91;6;227;2964;40
2023-08-23;Kamase;26,1;12,4;87;7;230;3031;41
2023-08-24;Kamase;26,1;26,9;86;6;235;3089;42
2023-08-25;Kamase;25,2;9,1;91;6;14;60;1
2023-08-26;Kamase;26,8;15;84;7;18;82;2
2023-08-27;Kamase;26,2;7,5;89;6;23;107;3
2023-08-28;Kamase;26,4;53,4;89;6;27;125;4
2023-08-29;Kamase;26,9;22,9;86;7;29;152;5
2023-08-30;Kamase;27,2;32,7;85;7;35;169;6
2023-08-31;Kamase;27;15,8;85;7;38;209;7
2023-09-01;Kamase;27,4;8;83;7;41;256;8
2023-09-02;Kamase;26,8;24,7;87;6;42;261;9
2023-09-03;Kamase;25,8;63,3;94;6;47;356;10
2023-09-04;Kamase;26,2;12;92;6;57;384;11
2023-09-05;Kamase;25,8;3,1;92;6;63;452;12
2023-09-06;Kamase;25,1;5,9;94;6;66;503;13
2023-09-07;Kamase;25,8;15;90;6;76;513;14
2023-09-08;Kamase;26,3;39,8;90;6;77;628;15
2023-09-09;Kamase;25,9;12,9;92;6;86;681;16
2023-09-10;Kamase;26,3;18,9;89;7;90;762;17
2023-09-11;Kamase;25,5;15,7;92;6;92;824;18
2023-09-12;Kamase;24;28,8;98;5;106;888;19
2023-09-13;Kamase;24,1;14,4;96;6;113;960;20
2023-09-14;Kamase;24;18;97;6;117;976;21
2023-09-15;Kamase;25;0;93;6;123;1144;22
2023-09-16;Kamase;24,5;20,3;95;6;131;1226;23
2023-09-17;Kamase;24,8;9,1;94;6;136;1230;24
2023-09-18;Kamase;25;24,6;95;6;140;1328;25
2023-09-19;Kamase;24,1;24,14;97;5;147;1489;26
2023-09-20;Kamase;25,5;0,14;89;6;156;1585;27
2023-09-21;Kamase;27,3;7,83;85;7;158;1605;28
2023-09-22;Kamase;27,6;2,57;83;7;161;1661;29
2023-09-23;Kamase;27,3;4,41;86;7;161;1890;30
2023-09-24;Kamase;27,4;7,58;87;7;176;1968;31
2023-09-25;Kamase;27,4;3,5;85;7;183;2106;32
2023-09-26;Kamase;27,8;10,11;85;7;190;2172;33
2023-09-27;Kamase;26,2;3,38;90;6;192;2222;34
2023-09-28;Kamase;24,9;36,78;95;6;200;2400;35
2023-09-29;Kamase;24,7;42,21;95;6;202;2464;36
2023-09-30;Kamase;24;63,49;97;6;209;2613;37
2023-10-01;Kamase;24,3;6,26;97;6;212;2759;38
2023-10-02;Kamase;24,6;11,92;95;6;222;2868;39
2023-10-03;Kamase;25,3;7,11;91;6;227;2916;40
2023-10-04;Kamase;26,8;5,46;85;7;228;3047;41
2023-10-05;Kamase;27;13,39;87;7;229;3206;42
2023-10-06;Kamase;26,1;13,62;92;6;14;65;1
2023-10-07;Kamase;24,8;10,59;94;6;16;73;2
2023-10-08;Kamase;25,2;23,97;93;6;23;108;3
2023-10-09;Kamase;24,7;10,71;94;6;25;127;4
2023-10-10;Kamase;25,7;17,92;89;6;28;144;5
2023-10-11;Kamase;25,9;12,01;88;6;30;189;6
2023-10-12;Kamase;25,7;6,57;89;6;37;199;7
2023-10-13;Kamase;26,8;9,61;85;7;44;238;8
2023-10-14;Kamase;27,1;3,16;83;7;48;263;9
2023-10-15;Kamase;26,8;0,11;82;7;52;354;10
2023-10-16;Kamase;26,4;16,95;87;6;56;394;11
2023-10-17;Kamase;26,9;9,36;84;7;57;440;12
2023-10-18;Kamase;26,7;7,76;84;7;62;502;13
2023-10-19;Kamase;26,7;4,01;85;7;65;560;14
2023-10-20;Kamase;27;6,01;85;7;79;592;15
2023-10-21;Kamase;27,2;3,41;82;7;80;637;16
2023-10-22;Kamase;26,7;7,49;84;7;92;678;17
2023-10-23;Kamase;25,1;14,5;89;6;94;701;18
2023-10-24;Kamase;26,6;11,08;84;7;94;802;19
2023-10-25;Kamase;26,8;0,8;84;7;107;842;20
2023-10-26;Kamase;26,9;7,39;84;7;112;926;21
2023-10-27;Kamase;25,7;3,82;87;6;115;1005;22
2023-10-28;Kamase;26,3;11,39;86;7;117;1086;23
2023-10-29;Kamase;26,1;2,86;87;6;120;1304;24
2023-10-30;Kamase;26,7;12,34;85;7;128;1356;25
2023-10-31;Kamase;25,1;1,78;87;7;133;1467;26
2023-11-01;Kamase;26,6;0,59;81;7;139;1549;27
2023-11-02;Kamase;26,8;5,9;82;7;164;1698;28
2023-11-03;Kamase;27,2;2,15;81;7;168;1782;29
2023-11-04;Kamase;27,4;0,84;80;7;170;1806;30
2023-11-05;Kamase;27,6;0,08;79;7;182;1860;31
2023-11-06;Kamase;27,5;0,03;80;8;187;2016;32
2023-11-07;Kamase;27,5;0,89;80;7;192;2076;33
2023-11-08;Kamase;27,3;0,76;81;7;195;2254;34
2023-11-09;Kamase;27,5;0,14;79;7;198;2300;35
2023-11-10;Kamase;27,4;0,02;79;7;207;2504;36
2023-11-11;Kamase;27,3;11,08;82;7;212;2612;37
2023-11-12;Kamase;27,2;1,75;82;7;216;2682;38
2023-11-13;Kamase;27,1;8,5;80;7;220;2842;39
2023-11-14;Kamase;27,3;0,54;76;7;227;2845;40
2023-11-15;Kamase;26,9;3,29;80;7;229;3060;41
2023-11-16;Kamase;27,2;6,22;79;8;231;3203;42
2023-11-17;Kamase;25,8;8,17;81;7;13;59;1
2023-11-18;Kamase;26,1;0,01;79;7;18;81;2
2023-11-19;Kamase;25,7;0,58;82;7;22;107;3
2023-11-20;Kamase;26;0,63;82;7;26;120;4
2023-11-21;Kamase;26,3;1,67;81;7;28;135;5
2023-11-22;Kamase;26,2;3,33;82;7;33;163;6
2023-11-23;Kamase;26,2;2,31;78;7;36;204;7
2023-11-24;Kamase;26,2;0;73;8;44;249;8
2023-11-25;Kamase;25,9;0;74;8;48;278;9
2023-11-26;Kamase;25,7;0;73;8;48;313;10
2023-11-27;Kamase;26;0;73;8;52;361;11
2023-11-28;Kamase;26,2;0;71;8;52;384;12
2023-11-29;Kamase;25,3;0;72;8;61;479;13
2023-11-30;Kamase;25,6;0;71;8;69;554;14
2023-12-01;Kamase;26,4;0;69;8;74;570;15
2023-12-02;Kamase;26,9;1,03;70;7;76;677;16
2023-12-03;Kamase;26,4;6,41;79;8;88;682;17
2023-12-04;Kamase;27;0,02;73;7;92;778;18
2023-12-05;Kamase;27,2;0,73;74;8;96;804;19
2023-12-06;Kamase;26,9;2,44;76;8;97;881;20
2023-12-07;Kamase;26,5;1,65;73;7;110;892;21
2023-12-08;Kamase;26,9;3,98;76;7;121;1073;22
2023-12-09;Kamase;27,1;0,46;76;7;122;1166;23
2023-12-10;Kamase;26,9;2,53;78;7;130;1265;24
2023-12-11;Kamase;27,2;0,07;76;7;143;1278;25
2023-12-12;Kamase;27,1;0,87;75;7;151;1468;26
2023-12-13;Kamase;27,1;0,19;72;7;152;1607;27
2023-12-14;Kamase;27,1;0;68;8;158;1652;28
2023-12-15;Kamase;26,9;0;70;8;169;1820;29
2023-12-16;Kamase;25,9;0;69;8;175;1920;30
2023-12-17;Kamase;25;0;65;8;176;1965;31
2023-12-18;Kamase;25,5;0;62;8;181;1966;32
2023-12-19;Kamase;25,1;0;62;8;190;2093;33
2023-12-20;Kamase;24,8;0;63;8;193;2121;34
2023-12-21;Kamase;25,2;0;63;8;198;2124;35
2023-12-22;Kamase;26;0;62;8;201;2474;36
2023-12-23;Kamase;25,8;0;56;8;206;2538;37
2023-12-24;Kamase;24,3;0;57;8;211;2556;38
2023-12-25;Kamase;24,7;0;58;8;216;2877;39
2023-12-26;Kamase;25,4;0;60;8;224;2894;40
2023-12-27;Kamase;25,7;0;61;8;226;2929;41
2023-12-28;Kamase;25,6;0;59;8;230;3172;42
2023-12-29;Kamase;24,9;0;57;8;13;66;1
2023-12-30;Kamase;24,5;0;57;8;15;85;2
2023-12-31;Kamase;24,4;0;57;8;21;110;3
2024-01-01;Kamase;24;0;55;8;26;120;4
2024-01-02;Kamase;23,4;0;50;8;31;150;5
2024-01-03;Kamase;23,5;0;50;8;33;182;6
2024-01-04;Kamase;23,9;0;48;8;37;192;7
2024-01-05;Kamase;24,4;0;52;8;43;244;8
2024-01-06;Kamase;24,5;0;51;8;44;290;9
2024-01-07;Kamase;24,9;0;49;8;46;295;10
2024-01-08;Kamase;25,5;0;43;8;51;353;11
2024-01-09;Kamase;24,7;0;41;8;54;424;12
2024-01-10;Kamase;24,1;0;44;8;60;428;13
2024-01-11;Kamase;23,7;0;44;8;67;474;14
2024-01-12;Kamase;24,2;0;45;8;82;616;15
2024-01-13;Kamase;24,1;0;46;8;83;660;16
2024-01-14;Kamase;24,6;0;47;8;84;684;17
2024-01-15;Kamase;25,8;0;48;8;92;733;18
2024-01-16;Kamase;25,6;0;55;7;95;880;19
2024-01-17;Kamase;26,3;0;54;8;96;943;20
2024-01-18;Kamase;25,9;0;41;8;104;1080;21
2024-01-19;Kamase;24;0;33;8;122;1108;22
2024-01-20;Kamase;23,4;0;35;8;130;1176;23
2024-01-21;Kamase;23,2;0;48;8;132;1264;24
2024-01-22;Kamase;22,4;0;45;8;133;1360;25
2024-01-23;Kamase;24;0;49;8;138;1378;26
2024-01-24;Kamase;24,8;0;44;8;152;1612;27
2024-01-25;Kamase;25,8;0;52;8;158;1731;28
2024-01-26;Kamase;25,8;0,56;63;7;167;1736;29
2024-01-27;Kamase;26,5;0;61;8;167;1832;30
2024-01-28;Kamase;24,1;3,56;71;6;182;1864;31
2024-01-29;Kamase;25,8;0,02;67;7;184;1992;32
2024-01-30;Kamase;25,6;0;56;8;190;2192;33
2024-01-31;Kamase;25,7;0,04;60;7;197;2249;34
2024-02-01;Kamase;24,3;0;26;8;198;2262;35
2024-02-02;Kamase;24,8;0;32;8;202;2336;36
2024-02-03;Kamase;25,2;0;39;8;207;2433;37
2024-02-04;Kamase;25,4;0;45;8;207;2713;38
2024-02-05;Kamase;25,4;0;46;8;215;2714;39
2024-02-06;Kamase;25,8;0;49;9;224;2743;40
2024-02-07;Kamase;26,7;0;46;9;227;2855;41
2024-02-08;Kamase;27,3;0;51;9;232;3161;42
2024-02-09;Kamase;27,3;0;48;9;15;62;1
